id,department,role_family,capability_level,max_risk
"manufacturing-and-production-knowledge-coordination-team-lead","Manufacturing & Production","knowledge-coordination","L3","R2"
"manufacturing-and-production-knowledge-coordination-department-lead","Manufacturing & Production","knowledge-coordination","L4","R3"
"manufacturing-and-production-knowledge-coordination-executive-coordinator","Manufacturing & Production","knowledge-coordination","L5","R3"
"regulatory-affairs-strategy-planning-utility-worker","Regulatory Affairs","strategy-planning","L0","R1"
"regulatory-affairs-strategy-planning-specialist","Regulatory Affairs","strategy-planning","L1","R1"
"regulatory-affairs-strategy-planning-senior-specialist","Regulatory Affairs","strategy-planning","L2","R2"
"regulatory-affairs-strategy-planning-team-lead","Regulatory Affairs","strategy-planning","L3","R2"
"regulatory-affairs-strategy-planning-department-lead","Regulatory Affairs","strategy-planning","L4","R3"
"regulatory-affairs-strategy-planning-executive-coordinator","Regulatory Affairs","strategy-planning","L5","R3"
"regulatory-affairs-analysis-research-utility-worker","Regulatory Affairs","analysis-research","L0","R1"
"regulatory-affairs-analysis-research-specialist","Regulatory Affairs","analysis-research","L1","R1"
"regulatory-affairs-analysis-research-senior-specialist","Regulatory Affairs","analysis-research","L2","R2"
"regulatory-affairs-analysis-research-team-lead","Regulatory Affairs","analysis-research","L3","R2"
"regulatory-affairs-analysis-research-department-lead","Regulatory Affairs","analysis-research","L4","R3"
"regulatory-affairs-analysis-research-executive-coordinator","Regulatory Affairs","analysis-research","L5","R3"
"regulatory-affairs-implementation-delivery-utility-worker","Regulatory Affairs","implementation-delivery","L0","R1"
"regulatory-affairs-implementation-delivery-specialist","Regulatory Affairs","implementation-delivery","L1","R1"
"regulatory-affairs-implementation-delivery-senior-specialist","Regulatory Affairs","implementation-delivery","L2","R2"
"regulatory-affairs-implementation-delivery-team-lead","Regulatory Affairs","implementation-delivery","L3","R2"
"regulatory-affairs-implementation-delivery-department-lead","Regulatory Affairs","implementation-delivery","L4","R3"
"regulatory-affairs-implementation-delivery-executive-coordinator","Regulatory Affairs","implementation-delivery","L5","R3"
"regulatory-affairs-operations-reliability-utility-worker","Regulatory Affairs","operations-reliability","L0","R1"
"regulatory-affairs-operations-reliability-specialist","Regulatory Affairs","operations-reliability","L1","R1"
"regulatory-affairs-operations-reliability-senior-specialist","Regulatory Affairs","operations-reliability","L2","R2"
"regulatory-affairs-operations-reliability-team-lead","Regulatory Affairs","operations-reliability","L3","R2"
"regulatory-affairs-operations-reliability-department-lead","Regulatory Affairs","operations-reliability","L4","R3"
"regulatory-affairs-operations-reliability-executive-coordinator","Regulatory Affairs","operations-reliability","L5","R3"
"regulatory-affairs-verification-governance-utility-worker","Regulatory Affairs","verification-governance","L0","R1"
"regulatory-affairs-verification-governance-specialist","Regulatory Affairs","verification-governance","L1","R1"
"regulatory-affairs-verification-governance-senior-specialist","Regulatory Affairs","verification-governance","L2","R2"
"regulatory-affairs-verification-governance-team-lead","Regulatory Affairs","verification-governance","L3","R2"
"regulatory-affairs-verification-governance-department-lead","Regulatory Affairs","verification-governance","L4","R3"
"regulatory-affairs-verification-governance-executive-coordinator","Regulatory Affairs","verification-governance","L5","R3"
"regulatory-affairs-knowledge-coordination-utility-worker","Regulatory Affairs","knowledge-coordination","L0","R1"
"regulatory-affairs-knowledge-coordination-specialist","Regulatory Affairs","knowledge-coordination","L1","R1"
"regulatory-affairs-knowledge-coordination-senior-specialist","Regulatory Affairs","knowledge-coordination","L2","R2"
"regulatory-affairs-knowledge-coordination-team-lead","Regulatory Affairs","knowledge-coordination","L3","R2"
"regulatory-affairs-knowledge-coordination-department-lead","Regulatory Affairs","knowledge-coordination","L4","R3"
"regulatory-affairs-knowledge-coordination-executive-coordinator","Regulatory Affairs","knowledge-coordination","L5","R3"
"trust-and-safety-strategy-planning-utility-worker","Trust & Safety","strategy-planning","L0","R1"
"trust-and-safety-strategy-planning-specialist","Trust & Safety","strategy-planning","L1","R1"
"trust-and-safety-strategy-planning-senior-specialist","Trust & Safety","strategy-planning","L2","R2"
"trust-and-safety-strategy-planning-team-lead","Trust & Safety","strategy-planning","L3","R2"
"trust-and-safety-strategy-planning-department-lead","Trust & Safety","strategy-planning","L4","R3"
"trust-and-safety-strategy-planning-executive-coordinator","Trust & Safety","strategy-planning","L5","R3"
"trust-and-safety-analysis-research-utility-worker","Trust & Safety","analysis-research","L0","R1"
"trust-and-safety-analysis-research-specialist","Trust & Safety","analysis-research","L1","R1"
"trust-and-safety-analysis-research-senior-specialist","Trust & Safety","analysis-research","L2","R2"
"trust-and-safety-analysis-research-team-lead","Trust & Safety","analysis-research","L3","R2"
"trust-and-safety-analysis-research-department-lead","Trust & Safety","analysis-research","L4","R3"
"trust-and-safety-analysis-research-executive-coordinator","Trust & Safety","analysis-research","L5","R3"
"trust-and-safety-implementation-delivery-utility-worker","Trust & Safety","implementation-delivery","L0","R1"
"trust-and-safety-implementation-delivery-specialist","Trust & Safety","implementation-delivery","L1","R1"
"trust-and-safety-implementation-delivery-senior-specialist","Trust & Safety","implementation-delivery","L2","R2"
"trust-and-safety-implementation-delivery-team-lead","Trust & Safety","implementation-delivery","L3","R2"
"trust-and-safety-implementation-delivery-department-lead","Trust & Safety","implementation-delivery","L4","R3"
"trust-and-safety-implementation-delivery-executive-coordinator","Trust & Safety","implementation-delivery","L5","R3"
"trust-and-safety-operations-reliability-utility-worker","Trust & Safety","operations-reliability","L0","R1"
"trust-and-safety-operations-reliability-specialist","Trust & Safety","operations-reliability","L1","R1"
"trust-and-safety-operations-reliability-senior-specialist","Trust & Safety","operations-reliability","L2","R2"
"trust-and-safety-operations-reliability-team-lead","Trust & Safety","operations-reliability","L3","R2"
